49.3,98.3,1
18.7,50.6,1
64.8,51.5,1
42.4,35.3,1
74.2,99.0,1
54.8,74.6,1
65.4,43.6,1
5.2,90.3,1
70.8,61.4,1
76.8,11.5,0
7.3,9.3,1
9.3,83.1,1
51.0,63.2,1
16.4,98.3,1
42.5,76.3,1
28.3,58.5,1
91.4,11.7,0
94.0,22.2,1
15.9,46.1,1
24.6,49.2,1
85.9,59.0,1
94.7,35.8,1
43.9,88.7,1
94.2,72.8,1
44.4,73.1,1
67.6,55.4,1
47.0,15.2,1
12.6,63.5,1
43.8,42.4,1
97.2,64.7,1
17.9,75.7,1
16.0,2.0,0
68.0,59.6,1
20.0,11.7,1
45.9,97.2,1
5.8,89.1,1
66.7,6.2,0
7.0,6.9,1
65.7,11.6,0
83.3,54.5,1
46.4,65.6,1
86.3,63.4,1
8.3,17.8,1
76.6,23.8,1
9.5,59.1,1
86.1,3.6,0
79.0,13.1,0
25.7,10.2,1
33.6,37.6,1
92.8,76.4,1
82.4,35.6,1
36.1,3.4,0
60.4,2.5,0
59.0,88.3,1
69.6,32.9,1
80.7,88.7,1
72.6,48.3,1
72.6,83.0,1
19.7,78.6,1
5.7,42.9,1
32.7,25.1,1
14.8,1.1,0
86.3,33.6,1
26.2,53.6,1
33.0,29.1,1
57.1,13.8,1
59.4,70.5,1
42.7,91.4,1
50.5,87.8,1
62.4,10.7,0
98.5,78.9,1
50.8,3.9,0
54.6,89.2,1
39.8,88.5,1
88.6,40.3,1
15.6,77.9,1
29.4,38.8,1
53.1,20.9,1
85.1,22.9,1
92.8,15.7,0
65.9,20.4,1
20.1,64.2,1
48.2,55.8,1
78.1,72.5,1
75.3,66.2,1
10.6,67.5,1
24.1,21.1,1
43.8,7.7,0
92.5,4.9,0
6.1,42.9,1
54.3,11.3,1
64.6,21.3,1
77.7,76.4,1
30.8,84.9,1
71.0,27.8,1
24.0,2.2,0
76.9,36.6,1
74.3,8.2,0
24.3,77.0,1
35.9,55.7,1
26.1,82.9,1
52.6,22.4,1
97.1,28.4,1
56.5,70.9,1
54.8,14.4,1
74.9,90.0,1
12.6,95.6,1
39.2,41.5,1
77.1,92.1,1
74.4,54.4,1
79.9,10.7,0
55.3,49.8,1
78.3,14.4,0
81.0,10.3,0
48.0,27.2,1
11.4,59.6,1
52.0,17.9,1
65.0,3.8,0
67.4,43.8,1
21.8,75.1,1
2.4,32.6,1
84.8,31.3,1
38.0,7.7,1
91.0,93.6,1
14.2,37.8,1
15.5,26.1,1
8.4,84.1,1
75.7,23.1,1
22.6,46.6,1
33.1,93.6,1
30.7,62.1,1
67.0,33.5,1
74.0,17.0,1
61.8,7.1,0
40.1,35.1,1
3.7,54.7,1
98.4,40.1,1
33.2,30.2,1
88.0,95.3,1
27.0,32.8,1
51.3,65.9,1
56.8,4.9,0
2.8,10.9,1
76.8,69.4,1
73.5,35.0,1
13.8,65.1,1
69.4,8.9,0
9.8,28.2,1
23.5,85.9,1
62.8,50.7,1
55.6,74.0,1
21.0,28.8,1
50.1,10.6,1
48.8,15.9,1
76.2,1.7,0
7.5,17.3,1
3.8,92.4,1
12.0,7.5,1
2.5,1.2,1
57.4,88.7,1
82.3,62.8,1
52.8,25.4,1
42.0,58.1,1
37.4,17.9,1
71.0,52.3,1
91.1,47.5,1
94.6,82.7,1
15.1,63.1,1
80.9,45.3,1
48.0,39.6,1
37.5,81.8,1
68.3,4.2,0
10.8,93.0,1
17.4,65.4,1
32.9,46.7,1
55.4,40.8,1
55.6,55.8,1
48.6,23.5,1
77.3,91.6,1
98.6,28.1,1
6.8,8.9,1
11.4,57.6,1
33.6,45.0,1
84.3,84.4,1
6.6,5.4,1
70.1,67.3,1
5.7,82.5,1
26.2,22.1,1
34.1,98.1,1
37.6,94.5,1
85.8,41.9,1
20.1,39.9,1
38.4,82.6,1
55.9,22.9,1
2.6,39.7,1
33.4,43.2,1
83.9,36.7,1
24.3,89.2,1
11.8,90.1,1
86.7,52.5,1
70.3,22.4,1
20.9,95.1,1
35.0,46.2,1
76.0,73.1,1
64.8,66.2,1
70.9,89.5,1
48.9,50.6,1
93.2,63.7,1
44.9,21.7,1
40.5,89.2,1
21.3,41.5,1
81.0,71.6,1
37.3,49.7,1
73.6,78.6,1
83.6,8.8,0
96.5,15.5,0
35.5,43.3,1
60.7,39.5,1
31.9,50.8,1
48.2,13.9,1
91.0,29.3,1
68.5,38.5,1
74.1,9.5,0
30.0,10.1,1
53.5,59.8,1
12.7,68.3,1
75.4,92.1,1
65.3,21.0,1
48.7,52.7,1
68.5,87.7,1
69.2,95.4,1
54.4,72.6,1
37.8,30.4,1
76.7,39.7,1
22.3,4.6,1
18.4,22.9,1
11.8,23.3,1
26.4,36.1,1
17.0,16.1,1
40.8,65.3,1
31.5,87.6,1
77.8,20.1,1
8.4,63.0,1
35.9,8.6,1
10.4,45.1,1
86.3,61.6,1
79.3,24.7,1
79.5,98.6,1
12.4,41.0,1
31.8,2.6,0
49.6,68.4,1
83.4,70.6,1
29.5,26.7,1
14.2,27.1,1
83.7,17.8,1
43.9,18.3,1
30.2,94.3,1
73.6,54.5,1
69.7,40.5,1
33.2,19.0,1
82.4,90.1,1
2.1,10.7,1
37.3,43.0,1
90.3,9.7,0
62.7,90.9,1
28.7,85.8,1
48.9,8.5,0
24.4,60.2,1
46.8,82.1,1
78.4,49.1,1
46.0,13.7,1
7.6,43.7,1
1.7,39.7,1
45.2,75.6,1
44.6,11.1,1
57.0,80.9,1
56.3,16.8,1
41.4,86.9,1
7.7,83.0,1
29.8,81.8,1
52.0,24.8,1
76.7,67.3,1
57.1,53.8,1
48.1,18.3,1
18.2,1.9,0
4.7,87.9,1
78.2,28.1,1
53.1,92.6,1
28.8,26.2,1
38.6,28.2,1
68.2,81.0,1
95.0,49.0,1
41.9,47.2,1
37.3,63.3,1
48.4,6.4,0
90.2,71.1,1
46.7,44.4,1
35.3,84.6,1
77.9,12.5,0
30.3,74.2,1
97.9,55.3,1
79.7,63.1,1
4.2,7.8,1
10.5,22.4,1
91.8,95.7,1
20.9,4.9,1
28.4,72.3,1
1.5,14.3,1
33.3,25.3,1
45.0,43.8,1
49.9,20.2,1
10.8,53.2,1
40.7,46.7,1
52.9,18.5,1
28.0,35.7,1
73.7,96.5,1
17.6,81.1,1
3.1,18.7,1
59.7,59.2,1
30.2,43.8,1
48.7,26.5,1
42.2,44.4,1
64.3,94.5,1
70.2,62.4,1
52.0,80.4,1
88.8,15.2,0
82.6,9.6,0
48.2,76.5,1
34.0,39.8,1
20.4,57.4,1
19.7,62.9,1
6.1,16.6,1
12.3,1.2,0
47.1,68.8,1
91.1,60.7,1
78.1,67.4,1
53.8,82.7,1
6.7,51.0,1
86.3,16.2,0
73.0,98.1,1
69.8,69.8,1
72.7,9.2,0
22.6,12.4,1
49.9,10.3,1
84.6,48.0,1
66.3,83.6,1
1.9,32.7,1
75.7,85.8,1
4.8,50.8,1
37.4,36.0,1
84.7,65.5,1
31.2,11.6,1
82.9,43.5,1
36.1,30.7,1
18.8,7.2,1
24.9,86.6,1
84.2,57.9,1
35.0,52.5,1
71.5,41.2,1
47.3,93.1,1
66.3,69.7,1
51.2,69.8,1
20.9,81.9,1
51.2,82.9,1
34.8,55.1,1
90.8,51.0,1
80.7,88.2,1
28.2,61.3,1
5.7,33.3,1
88.7,41.0,1
92.1,27.1,1
95.0,41.8,1
81.1,31.2,1
42.1,22.6,1
68.6,21.7,1
25.1,50.8,1
31.6,33.5,1
98.9,77.8,1
62.5,94.2,1
76.1,84.2,1
1.6,77.1,1
76.6,16.7,1
52.0,69.0,1
24.9,33.4,1
92.4,52.6,1
53.5,68.7,1
85.5,64.2,1
2.9,79.3,1
85.7,81.2,1
38.7,24.6,1
61.7,68.1,1
3.6,43.2,1
5.8,45.4,1
66.8,67.5,1
76.2,55.4,1
23.0,27.5,1
15.8,66.7,1
72.8,4.3,0
71.1,69.9,1
64.8,57.2,1
2.5,57.0,1
91.9,67.6,1
38.1,55.3,1
88.1,18.5,1
50.1,74.0,1
3.7,53.4,1
66.8,66.8,1
52.5,38.5,1
62.0,45.9,1
26.5,8.9,1
96.8,37.2,1
18.5,94.4,1
73.8,87.5,1
89.0,36.5,1
97.5,45.9,1
66.5,55.8,1
38.4,24.5,1
9.0,28.0,1
73.2,44.7,1
89.6,95.5,1
84.9,88.6,1
49.4,11.8,1
33.7,30.9,1
29.9,2.8,0
45.0,34.4,1
85.9,27.8,1
41.5,30.8,1
2.0,33.6,1
81.4,78.2,1
45.5,19.3,1
70.5,34.3,1
51.0,89.7,1
47.2,10.3,1
79.4,58.4,1
62.8,84.3,1
45.6,38.6,1
86.3,46.7,1
6.8,86.3,1
10.6,32.7,1
60.2,22.3,1
72.8,8.3,0
94.4,16.7,0
14.5,78.2,1
35.9,27.9,1
51.0,65.5,1
25.7,95.0,1
73.6,6.0,0
58.8,41.4,1
92.6,94.4,1
85.5,13.5,0
15.9,87.9,1
31.7,6.4,1
50.9,5.2,0
86.5,56.6,1
94.6,65.9,1
90.8,36.3,1
59.2,52.1,1
94.8,93.5,1
61.0,39.6,1
96.8,46.7,1
75.4,3.6,0
1.7,61.4,1
55.1,43.3,1
13.7,57.3,1
33.3,37.4,1
70.6,47.5,1
48.3,39.2,1
46.5,74.1,1
39.7,36.6,1
19.5,58.4,1
73.6,14.1,0
86.4,51.9,1
27.1,14.9,1
89.0,82.2,1
61.1,14.9,1
10.4,74.5,1
84.8,57.0,1
47.8,79.4,1
1.3,77.8,1
16.8,62.3,1
59.4,88.8,1
23.8,19.4,1
92.9,84.0,1
4.9,37.2,1
18.3,65.8,1
85.9,96.9,1
85.8,93.2,1
22.0,65.9,1
68.6,73.4,1
97.9,85.4,1
69.7,92.4,1
45.9,1.9,0
61.0,31.3,1
90.6,68.9,1
57.2,39.3,1
70.5,68.3,1
65.4,57.4,1
17.7,93.7,1
38.8,26.5,1
33.0,72.9,1
54.8,88.2,1
54.2,68.9,1
42.4,57.5,1
84.3,76.5,1
4.3,28.6,1
92.7,91.9,1
65.0,39.7,1
51.2,59.0,1
28.0,61.7,1
37.9,54.9,1
8.3,80.7,1
88.3,13.6,0
31.2,28.7,1
12.6,84.9,1
68.2,16.7,1
82.3,63.5,1
11.1,89.6,1
55.0,35.9,1
19.4,59.1,1
70.9,36.0,1
51.5,93.3,1
13.8,78.1,1
73.0,13.0,0
93.3,58.3,1
65.1,74.0,1
15.7,25.1,1
46.0,9.0,1
70.7,21.9,1
74.7,15.2,1
98.3,98.5,1
8.5,50.2,1
32.3,92.7,1
36.5,27.3,1
26.7,4.0,0
87.8,19.9,1
74.5,32.2,1
73.0,55.5,1
5.0,9.4,1
56.1,70.2,1
2.7,55.0,1
75.3,92.9,1
95.2,95.4,1
52.9,84.6,1
66.4,9.6,0
49.6,3.2,0
29.5,73.0,1
31.6,58.8,1
43.7,18.4,1
78.6,82.9,1
57.4,7.0,0
48.8,16.8,1
15.0,3.7,1
76.4,50.9,1
96.3,67.0,1
60.7,83.7,1
81.0,74.2,1
48.9,73.7,1
96.3,38.6,1
82.8,16.3,1
22.8,63.8,1
29.5,50.3,1
13.5,42.8,1
31.9,36.3,1
29.4,70.4,1
5.2,85.8,1
31.4,34.9,1
98.4,79.0,1
21.2,21.8,1
80.1,37.4,1
5.2,12.6,1
80.2,53.8,1
35.6,35.6,1
71.4,66.9,1
22.8,4.4,1
37.4,95.6,1
69.9,8.0,0
14.3,11.3,1
16.7,53.2,1
22.6,41.1,1
62.9,23.5,1
48.6,97.5,1
89.1,63.4,1
94.0,70.4,1
28.9,52.1,1
81.3,69.6,1
69.9,80.5,1
75.8,85.1,1
47.1,4.4,0
58.7,68.1,1
83.2,75.0,1
42.7,84.1,1
90.9,33.2,1
39.1,76.2,1
25.6,66.3,1
48.7,6.5,0
16.3,26.8,1
30.0,8.7,1
10.9,74.3,1
54.5,74.1,1
72.7,54.7,1
14.5,48.6,1
65.1,46.8,1
7.8,67.6,1
66.7,50.6,1
12.1,37.4,1
30.9,23.6,1
38.4,1.6,0
2.9,78.7,1
23.7,56.9,1
13.1,42.2,1
25.1,83.0,1
29.3,41.2,1
6.3,90.0,1
70.8,86.9,1
4.6,20.2,1
88.9,70.1,1
88.8,40.5,1
94.8,45.5,1
71.3,54.5,1
29.1,55.6,1
21.6,90.5,1
1.7,31.4,1
33.1,27.5,1
65.9,84.0,1
55.3,58.4,1
85.6,11.2,0
83.3,30.4,1
25.2,61.7,1
94.2,51.3,1
74.4,67.8,1
59.0,96.5,1
84.2,7.4,0
23.9,92.6,1
46.2,86.1,1
20.5,71.9,1
73.4,1.2,0
73.5,91.7,1
4.6,51.7,1
35.5,13.0,1
98.0,71.8,1
65.7,19.7,1
55.7,97.2,1
23.1,96.5,1
29.3,67.9,1
29.3,44.1,1
81.5,24.0,1
93.6,14.2,0
57.3,80.7,1
25.5,34.3,1
9.9,41.5,1
19.1,90.9,1
71.7,24.3,1
12.2,80.5,1
60.9,82.9,1
39.4,66.9,1
21.6,76.7,1
92.2,58.9,1
9.6,14.0,1
69.7,94.0,1
12.7,86.0,1
74.6,66.1,1
38.4,55.9,1
22.1,35.7,1
53.9,46.9,1
17.0,94.8,1
57.4,70.5,1
2.0,42.1,1
63.0,5.4,0
38.0,34.1,1
68.2,77.0,1
71.8,31.2,1
74.1,90.0,1
38.9,95.0,1
58.4,37.4,1
50.6,3.1,0
70.4,72.0,1
17.1,89.6,1
55.5,98.4,1
2.9,13.2,1
42.3,55.3,1
4.7,82.2,1
83.0,14.7,0
95.6,3.9,0
74.4,82.3,1
79.6,51.7,1
14.1,44.6,1
45.6,8.7,0
98.9,73.2,1
63.4,52.7,1
53.2,18.9,1
16.8,60.5,1
15.7,58.8,1
16.9,89.0,1
4.0,14.7,1
9.8,61.1,1
46.0,1.8,0
48.0,23.9,1
25.4,9.9,1
17.8,50.6,1
59.0,30.0,1
87.0,38.7,1
25.6,41.7,1
18.2,24.0,1
14.2,39.6,1
53.5,79.0,1
76.2,45.1,1
34.0,71.4,1
10.0,56.6,1
79.9,71.9,1
98.1,86.0,1
92.4,5.3,0
63.2,74.2,1
31.6,27.7,1
54.7,29.2,1
10.2,10.0,1
38.7,85.9,1
44.8,54.3,1
68.3,3.3,0
51.9,48.5,1
60.3,18.0,1
63.2,86.7,1
46.8,69.2,1
12.9,98.9,1
35.6,21.9,1
97.1,72.9,1
19.3,2.0,0
64.6,95.2,1
32.6,82.2,1
24.3,61.1,1
93.6,87.2,1
87.1,15.3,0
11.2,15.3,1
81.4,35.8,1
81.7,58.5,1
95.0,5.9,0
69.2,4.6,0
82.4,83.2,1
96.0,6.4,0
63.0,14.6,1
33.6,25.4,1
50.6,76.9,1
80.4,99.0,1
31.3,92.7,1
39.6,11.3,1
84.9,46.6,1
49.0,37.4,1
93.5,4.6,0
67.5,46.2,1
78.6,54.3,1
13.3,85.3,1
64.2,40.1,1
32.7,83.6,1
43.1,21.6,1
18.2,37.6,1
39.3,53.8,1
84.5,54.5,1
79.6,27.3,1
22.8,16.0,1
70.5,91.6,1
10.1,35.0,1
72.9,92.4,1
52.8,19.7,1
68.0,67.8,1
2.2,53.7,1
44.9,11.3,1
68.8,97.2,1
54.5,78.9,1
5.7,97.4,1
46.6,28.0,1
8.8,2.9,1
47.5,3.1,0
90.5,55.0,1
16.7,91.4,1
95.8,75.7,1
96.6,46.4,1
63.0,26.1,1
76.3,59.4,1
54.6,82.2,1
71.4,47.2,1
13.9,44.1,1
47.2,97.4,1
58.6,47.8,1
37.6,38.0,1
67.7,30.2,1
14.1,61.8,1
33.9,25.1,1
10.1,12.0,1
24.0,49.9,1
34.8,37.6,1
69.0,30.9,1
24.8,26.9,1
74.3,72.8,1
62.0,43.2,1
72.9,79.9,1
58.1,49.2,1
3.8,41.0,1
74.9,45.7,1
12.5,6.8,1
40.0,61.1,1
59.7,26.3,1
94.8,54.5,1
35.0,42.8,1
69.5,7.5,0
50.5,28.3,1
53.5,50.5,1
77.8,12.1,0
62.0,76.7,1
44.2,44.8,1
90.6,63.6,1
10.1,74.6,1
85.1,7.6,0
1.3,65.5,1
85.4,34.7,1
13.2,65.8,1
62.9,16.5,1
96.3,90.3,1
29.6,64.2,1
28.3,73.6,1
4.2,72.0,1
53.7,53.9,1
81.5,6.6,0
79.8,31.2,1
87.4,73.2,1
91.7,44.0,1
37.7,69.8,1
73.3,69.4,1
46.9,21.1,1
34.7,31.8,1
7.7,32.0,1
84.9,69.1,1
7.1,34.7,1
33.4,92.6,1
81.4,25.9,1
77.8,52.8,1
88.0,96.9,1
78.2,98.3,1
42.5,50.4,1
40.3,46.2,1
98.7,6.9,0
38.5,79.4,1
94.8,1.2,0
53.3,48.4,1
61.3,85.5,1
94.0,13.7,0
43.1,65.6,1
95.4,18.5,0
19.7,76.3,1
3.0,16.1,1
13.0,4.1,1
94.8,23.7,1
88.9,81.3,1
40.7,32.1,1
49.5,40.7,1
2.7,10.8,1
19.9,82.2,1
60.3,87.8,1
5.6,22.5,1
13.1,42.8,1
27.5,78.5,1
53.5,92.7,1
77.5,76.3,1
69.1,25.8,1
3.6,56.2,1
23.9,7.3,1
21.0,59.1,1
19.8,49.2,1
55.4,1.9,0
80.5,36.4,1
43.2,77.6,1
38.1,44.3,1
87.0,15.2,0
81.7,76.2,1
66.9,10.5,0
12.7,87.6,1
27.8,34.6,1
9.5,75.0,1
42.1,48.4,1
84.5,59.8,1
18.0,17.0,1
50.7,43.8,1
78.0,38.8,1
2.0,53.0,1
6.6,23.3,1
94.6,46.0,1
35.4,54.5,1
62.6,63.8,1
71.7,97.3,1
57.6,30.8,1
47.5,37.3,1
28.1,8.0,1
86.1,37.2,1
38.1,77.6,1
98.7,62.8,1
31.0,11.7,1
47.0,31.0,1
27.5,9.5,1
3.8,68.8,1
